VARIABLES="x","y","Sensitivity"
ZONE T=Surface, I=200, F=POINT
0.0000000000 0.0000000000 -1.4481887408e-02
0.0000623052 0.0009471155 -9.1128647308e-03
0.0002492054 0.0018936410 -1.0687698619e-02
0.0005606540 0.0028389868 -8.9930596537e-03
0.0009965733 0.0037825645 -8.5757853389e-03
0.0015568548 0.0047237870 -1.0046456709e-02
0.0022413587 0.0056620692 -9.3297127211e-03
0.0030499145 0.0065968286 -1.0247515332e-02
0.0039823207 0.0075274856 -5.6757973850e-03
0.0050383449 0.0084534640 -1.3656533748e-02
0.0062177239 0.0093741918 -9.3701264695e-03
0.0075201638 0.0102891011 -1.2988148366e-02
0.0089453400 0.0111976293 -7.6364682654e-03
0.0104928974 0.0120992189 -1.0044047435e-02
0.0121624501 0.0129933183 -1.5366419325e-02
0.0139535822 0.0138793825 -7.7038657420e-03
0.0158658473 0.0147568729 -6.4748337631e-03
0.0178987687 0.0156252584 -8.1444889791e-03
0.0200518399 0.0164840155 -9.9008579665e-03
0.0223245242 0.0173326287 -1.0184038453e-02
0.0247162553 0.0181705913 -1.1118220733e-02
0.0272264370 0.0189974054 -8.2786691781e-03
0.0298544439 0.0198125824 -5.8531980411e-03
0.0325996208 0.0206156437 -7.7567316132e-03
0.0354612837 0.0214061207 -1.0452661468e-02
0.0384387194 0.0221835554 -9.0199514504e-03
0.0415311859 0.0229475007 -4.9448925622e-03
0.0447379124 0.0236975210 -7.9395813013e-03
0.0480580998 0.0244331920 -1.0063030838e-02
0.0514909205 0.0251541017 -1.1017881710e-02
0.0550355191 0.0258598503 -8.4475038850e-03
0.0586910122 0.0265500507 -7.9181101103e-03
0.0624564888 0.0272243285 -5.5026455943e-03
0.0663310103 0.0278823230 -5.9668990015e-03
0.0703136113 0.0285236867 -7.1018581393e-03
0.0744032991 0.0291480858 -7.5871802645e-03
0.0785990545 0.0297552009 -7.5336051048e-03
0.0828998319 0.0303447267 -5.9748337522e-03
0.0873045594 0.0309163724 -4.9738437397e-03
0.0918121393 0.0314698620 -5.3358441671e-03
0.0964214481 0.0320049344 -4.7459893522e-03
0.1011313372 0.0325213437 -6.8071861611e-03
0.1059406327 0.0330188592 -3.1649487294e-03
0.1108481360 0.0334972657 -5.3621413074e-03
0.1158526242 0.0339563637 -6.1072546028e-03
0.1209528499 0.0343959694 -7.1246881686e-03
0.1261475421 0.0348159148 -5.3978817104e-03
0.1314354062 0.0352160478 -6.2210803762e-03
0.1368151244 0.0355962325 -4.6429240220e-03
0.1422853558 0.0359563489 -4.1785121056e-03
0.1478447372 0.0362962934 -4.1308201185e-03
0.1534918830 0.0366159784 -6.0598595832e-03
0.1592253860 0.0369153327 -5.4076580858e-03
0.1650438171 0.0371943012 -4.8084859920e-03
0.1709457264 0.0374528450 -7.0873696748e-03
0.1769296428 0.0376909417 -4.1018889796e-03
0.1829940752 0.0379085846 -4.5022203308e-03
0.1891375121 0.0381057836 -4.1230689801e-03
0.1953584224 0.0382825643 -3.5980824154e-03
0.2016552559 0.0384389685 -5.3385712047e-03
0.2080264430 0.0385750537 -4.5989717687e-03
0.2144703961 0.0386908934 -2.4642156961e-03
0.2209855092 0.0387865765 -3.0474627089e-03
0.2275701585 0.0388622076 -3.4796410029e-03
0.2342227031 0.0389179065 -3.5858226776e-03
0.2409414849 0.0389538083 -2.1893228463e-03
0.2477248296 0.0389700629 -1.5905812275e-03
0.2545710465 0.0389668353 -1.7326258441e-03
0.2614784294 0.0389443049 -2.6667714531e-03
0.2684452569 0.0389026655 -2.5587073184e-03
0.2754697928 0.0388421251 -2.6966244945e-03
0.2825502862 0.0387629054 -2.0599354024e-03
0.2896849727 0.0386652421 -1.7741556499e-03
0.2968720741 0.0385493838 -1.3494373891e-03
0.3041097992 0.0384155924 -2.3298338254e-03
0.3113963443 0.0382641426 -2.2637062771e-03
0.3187298934 0.0380953216 -2.4353458494e-03
0.3261086187 0.0379094285 -2.2679442253e-03
0.3335306815 0.0377067744 -1.8149212471e-03
0.3409942319 0.0374876819 -2.3083072033e-03
0.3484974098 0.0372524846 -1.7030927093e-03
0.3560383454 0.0370015268 -1.4632164598e-03
0.3636151593 0.0367351633 -1.4543590752e-03
0.3712259631 0.0364537590 -1.3799784192e-03
0.3788688601 0.0361576882 -8.5264236875e-04
0.3865419455 0.0358473346 -1.4928122746e-03
0.3942433071 0.0355230905 -1.4624848331e-03
0.4019710254 0.0351853569 -1.2429877773e-03
0.4097231746 0.0348345424 -1.1050849300e-03
0.4174978227 0.0344710635 -1.3321868325e-03
0.4252930320 0.0340953438 -1.6020825554e-03
0.4331068599 0.0337078133 -1.1556612640e-03
0.4409373590 0.0333089085 -9.9088180977e-04
0.4487825777 0.0328990717 -9.3499019502e-04
0.4566405609 0.0324787505 -1.0053470113e-03
0.4645093502 0.0320483972 -7.3228244307e-04
0.4723869844 0.0316084688 -9.1876848111e-04
0.4802715005 0.0311594263 -9.1703447074e-04
0.4881609332 0.0307017339 -1.1922163226e-03
0.4960533165 0.0302358590 -9.9518599370e-04
0.5039466835 -0.0297622718 -9.7125012283e-04
0.5118390668 -0.0292814442 -6.6335236309e-04
0.5197284995 -0.0287938499 -8.4339485613e-04
0.5276130156 -0.0282999639 -5.5206430450e-04
0.5354906498 -0.0278002616 -7.3026700212e-04
0.5433594391 -0.0272952189 -7.1620617159e-04
0.5512174223 -0.0267853112 -5.3800390530e-04
0.5590626410 -0.0262710135 -8.5526451941e-04
0.5668931401 -0.0257527991 -6.5416537552e-04
0.5747069680 -0.0252311403 -3.4998463239e-04
0.5825021773 -0.0247065068 -6.0347502912e-04
0.5902768254 -0.0241793658 -4.8008447193e-04
0.5980289746 -0.0236501818 -5.0293991227e-04
0.6057566929 -0.0231194155 -5.2880674839e-04
0.6134580545 -0.0225875239 -5.0182747849e-04
0.6211311399 -0.0220549595 -2.6526324114e-04
0.6287740369 -0.0215221701 -3.3127276938e-04
0.6363848407 -0.0209895985 -4.7919376077e-04
0.6439616546 -0.0204576814 -5.0362651541e-04
0.6515025902 -0.0199268500 -5.3132174265e-04
0.6590057681 -0.0193975287 -5.0434574763e-04
0.6664693185 -0.0188701352 -2.1028893348e-04
0.6738913813 -0.0183450801 -3.9703636499e-04
0.6812701066 -0.0178227661 -2.0452398991e-04
0.6886036557 -0.0173035883 -4.2284785189e-04
0.6958902008 -0.0167879330 -3.2386193885e-04
0.7031279259 -0.0162761783 -2.2943669962e-04
0.7103150273 -0.0157686930 -4.0207992760e-04
0.7174497138 -0.0152658365 -3.1238667500e-04
0.7245302072 -0.0147679587 -1.6608582347e-04
0.7315547431 -0.0142753993 -2.7303565036e-04
0.7385215706 -0.0137884878 -2.1264868566e-04
0.7454289535 -0.0133075433 -2.4597024727e-04
0.7522751704 -0.0128328736 -2.1088411743e-04
0.7590585151 -0.0123647759 -2.8650548882e-04
0.7657772969 -0.0119035355 -1.5547117867e-04
0.7724298415 -0.0114494266 -2.2357315730e-04
0.7790144908 -0.0110027111 -2.7722708303e-04
0.7855296039 -0.0105636391 -1.6433370640e-04
0.7919735570 -0.0101324484 -1.9868865040e-04
0.7983447441 -0.0097093644 -1.9213960579e-04
0.8046415776 -0.0092945997 -1.5426957687e-04
0.8108624879 -0.0088883543 -1.9595257890e-04
0.8170059248 -0.0084908153 -1.7149169365e-04
0.8230703572 -0.0081021565 -1.3239703642e-04
0.8290542736 -0.0077225388 -2.1420900074e-04
0.8349561829 -0.0073521097 -1.7813340334e-04
0.8407746140 -0.0069910033 -1.4438374547e-04
0.8465081170 -0.0066393403 -1.2667139717e-04
0.8521552628 -0.0062972280 -1.1897661271e-04
0.8577146442 -0.0059647599 -1.7103301341e-04
0.8631848756 -0.0056420161 -1.2962979537e-04
0.8685645938 -0.0053290631 -1.4194297354e-04
0.8738524579 -0.0050259538 -1.2193511315e-04
0.8790471501 -0.0047327274 -1.3856773736e-04
0.8841473758 -0.0044494096 -1.1746429438e-04
0.8891518640 -0.0041760127 -1.3519922965e-04
0.8940593673 -0.0039125353 -1.1024588233e-04
