VARIABLES="x","y"
ZONE T=Flow, N=5000, E=0, F=POINT
0.0856129620 0.7200746641
0.4885778468 0.7581646535
0.6906093394 0.6459028997
0.4908213351 0.7929328681
0.0930533506 0.2215964005
0.6917871553 0.3062060301
0.5815555853 0.4732604888
0.5309219311 0.4255038127
0.7459354367 0.3307912972
0.7028549422 0.2709164270
0.2514036762 0.1206558848
0.1925842935 0.1195547413
0.5358639654 0.7621896095
0.1851498424 0.2163846399
0.4841985872 0.7245850011
0.9766070229 0.5246368691
0.2829987033 0.1005261081
0.1941175781 0.2274831635
0.1794415437 0.0141483673
0.5341350893 0.2743113268
0.9742949311 0.5533589668
0.6974173929 0.1262794930
0.8684611973 0.4908786945
0.8727197350 0.5740642196
0.4693969449 0.4404687981
0.1843636704 0.0513767172
0.9410635968 0.4777291873
0.8221156453 0.4007074423
0.0740821703 0.6294457070
0.0536090743 0.1491975845
0.5628395971 0.3038355118
0.9939181227 0.1184515622
0.7644434453 0.6063176512
0.7907408298 0.2256871371
0.5225725351 0.4505144649
0.4427210040 0.8601666658
0.9900312605 0.3053802443
0.6210273211 0.6096309122
0.7400893055 0.9475902003
0.2077879058 0.2110251953
0.6604281372 0.1570570934
0.1738135483 0.0750648689
0.0026757226 0.4505037046
0.5938111951 0.2912592890
0.2314762346 0.7069558299
0.7029875581 0.4540313264
0.6873849201 0.9239110445
0.7878280266 0.6250580072
0.6611830429 0.9336684584
0.4251389661 0.5445623787
0.6476347234 0.9084114452
0.8266311597 0.0714098369
0.1659227892 0.3076118126
0.7489577221 0.5692070493
0.2886105883 0.1243536582
0.6886779912 0.6997336850
0.9426762407 0.5004721771
0.4937952193 0.0804418519
0.0398607842 0.4320286642
0.3223215834 0.2503679024
0.0913268866 0.9619111022
0.8359586139 0.5751991092
0.9507862778 0.9995724169
0.6722815843 0.2695110260
0.0402316731 0.7562688304
0.4705008233 0.6515094894
0.9160727879 0.1814891472
0.5853296253 0.6347847195
0.4917258022 0.0912424063
0.3479610563 0.3333083937
0.6701335095 0.8577330944
0.3298036636 0.6936736740
0.2882177954 0.9451935396
0.8135660347 0.5500966090
0.4548259086 0.3145171572
0.3232737863 0.9701847268
0.4041750570 0.5145962523
0.9881192148 0.6576603865
0.5425935944 0.4132475708
0.1875825414 0.3617793592
0.7564431541 0.6254087421
0.7599905361 0.2035582384
0.5492196391 0.9276727608
0.4381160951 0.6982500291
0.1214260834 0.9731468158
0.6088716671 0.2392974623
0.1583781638 0.5508390070
0.5522514091 0.0932092013
0.9922571394 0.9129298785
0.4614478942 0.1174661491
0.8321431738 0.4983755047
0.7166033260 0.5088720151
0.2734248967 0.8347239456
0.9802446326 0.2437309061
0.5512650769 0.3835860132
0.9218681499 0.5082408916
0.8793262551 0.8640269344
0.2762474028 0.7900061820
0.4149424236 0.9342483937
0.5077376758 0.8205494732
